"taxid","species_name","accession_num","seq_name","seq_len"
"331646","Haplochromis paludinosus","","",""
"329924","Lamprologus teugelsi","2508731225","",""
"329923","Lepidiolamprologus kendalli","","",""
"329916","Neolamprologus buescheri","","",""
"329915","Lamprologus speciosus","","",""
"329339","Heroina isonycterina","","",""
"329337","Nandopsis tetracanthus","66394817","",""
"329336","Australoheros scitulus","","",""
"329334","Australoheros angiru","","",""
"323801","Tramitichromis intermedius","","",""
"323800","Trematocranus placodon","403531749","",""
"323798","Taeniochromis holotaenia","","",""
"323797","Taeniolethrinops furcicauda","","",""
"323792","Maylandia lanisticola","","",""
"323791","Protomelas insignis","","",""
"323788","Otopharynx argyrosoma","","",""
"323785","Mylochromis ericotaenia","","",""
"323781","Lethrinops mylodon","","",""
"323779","Lethrinops longimanus","","",""
"323778","Lethrinops altus","","",""
"323776","Labidochromis vellicans","","",""
"323775","Gephyrochromis lawsi","","",""
"323773","Diplotaxodon argenteus","","",""
"323772","Diplotaxodon apogon","","",""
"323771","Diplotaxodon aeneus","","",""
"323768","Ctenopharynx intermedius","","",""
"323766","Corematodus taeniatus","","",""
"323764","Chilotilapia rhoadesii","1252315220","",""
"323762","Copadichromis chrysonotus","","",""
"323759","Buccochromis nototaenia","1079488011","",""
"323756","Alticorpus mentale","","",""
"318749","Amphilophus hogaboomorum","","",""
"318743","Mayaheros urophthalmus","21307804","",""
"318736","Maskaheros argenteus","1022613426","",""
"318730","Rheoheros lentiginosus","1022613394","",""
"318681","Amatitlania nanolutea","1022613028","",""
"318680","Amphilophus lyonsi","","",""
"318677","Nandopsis haitiensis","","",""
"318676","Australoheros facetus","2745579712","",""
"318672","Cichlasoma taenia","","",""
"318583","Andinoacara coeruleopunctatus","148968280","",""
"318582","Australoheros tembe","","",""
"318500","Mesoheros atromaculatus","5713301","",""
"316409","Haplochromis obliquidens","","",""
"316406","Cheilochromis euchilus","470231560","",""
"316396","Orthochromis mosoensis","","",""
"316395","Orthochromis luichensis","","",""
"316394","Orthochromis rubrolabialis","","",""
"316393","Orthochromis rugufuensis","","",""
"316392","Orthochromis kasuluensis","","",""
"316391","Orthochromis uvinzae","","",""
"313996","Tyrannochromis maculiceps","","",""
"313994","Stigmatochromis modestus","","",""
"313993","Lethrinops parvidens","","",""
"313992","Aulonocara hueseri","","",""
"313991","Labidochromis chisumulae","","",""
"311996","Sargochromis giardi","194410897","",""
"311526","Nimbochromis linni","403531861","",""
"311525","Serranochromis stappersi","194410917","",""
"311523","Serranochromis altus","194410905","",""
"311521","Sargochromis mellandi","194410899","",""
"311520","Serranochromis meridianus","","",""
"311519","Sargochromis mortimeri","","",""
"311518","Sargochromis coulteri","194410895","",""
"311515","Chetia brevicauda","194410825","",""
"311509","Serranochromis macrocephalus","194410913","",""
"311508","Serranochromis angusticeps","194410911","",""
"311506","Thoracochromis demeusii","407729125","",""
"311505","Chetia brevis","194410827","",""
"311504","Sargochromis codringtonii","","",""
"311503","Thoracochromis buysi","194410843","",""
"311502","Sargochromis carlottae","194410891","",""
"311500","Chetia flaviventris","194410831","",""
"311498","Thoracochromis albolabris","194410835","",""
"311497","Pharyngochromis acuticeps","194410879","",""
"311495","Serranochromis thumbergi","194410921","",""
"309900","Neolamprologus nigriventris","","",""
"309899","Neolamprologus niger","","",""
"309894","Cyprichromis zonatus","58379347","",""
"309881","Cyprichromis pavo","58379307","",""
"309879","Cyprichromis microlepidotus","58379297","",""
"309875","Paracyprichromis nigripinnis","58379259","",""
"306559","Symphysodon discus","769829306","",""
"304217","Rhamphochromis longiceps","","",""
"303559","Haplochromis flavus","","",""
"303557","Haplochromis elegans","","",""
"303556","Haplochromis aeneocolor","","",""
"303186","Nandopsis ramsdeni","","",""
"302988","Tylochromis pulcher","2030286827","",""
"302987","Pelmatochromis nigrofasciatus","","",""
"302985","Rubricatochromis guttatus","1061272832","",""
"302984","Gobiocichla ethelwynnae","","",""
"302982","Etia nguti","","",""
"302979","Tomocichla asfraci","1022613714","",""
"302965","Paretroplus tsimoly","","",""
"302778","Etroplus canarensis","2216737150","",""
"299339","Haplotaxodon trifasciatus","152949468","",""
"299337","Greenwoodochromis christyi","300828457","",""
"299336","Benthochromis melanoides","194410923","",""
"296566","Myaka myaka","1610636114","",""
"296564","Konia dikume","1610636130","",""
"296563","Konia eisentrauti","55466970","",""
"296561","Pungu maclareni","1610636099","",""
"296559","Stomatepia mongo","55466924","",""
"296555","Sarotherodon linnellii","1610636083","",""
"296554","Sarotherodon caroli","55467030","",""
"296553","Sarotherodon lohbergeri","1610636146","",""
"293472","Hemichromis elongatus","1061272828","",""
"293471","Bathybates hornii","52221312","",""
"293470","Bathybates leo","52221304","",""
"293469","Bathybates vittatus","52221298","",""
"293468","Bathybates graueri","1061272812","",""
"293467","Bathybates minor","52221288","",""
"287489","Petrochromis fasciolatus","705927142","",""
"287480","Petrochromis macrognathus","","",""
"286728","Placidochromis polli","","",""
"286602","Xenotilapia nigrolabiata","","",""
"286601","Sciaenochromis fryeri","407729087","",""
"286583","Otopharynx heterodon","","",""
"286582","Nimbochromis fuscotaeniatus","134303333","",""
"286578","Hemibates stenosoma","52221282","",""
"286576","Greenwoodochromis bellcrossi","","",""
"286574","Baileychromis centropomoides","","",""
"286572","Aulonocara stuartgranti","1002162407","",""
"284754","Satanoperca pappaterra","","",""
"284753","Satanoperca daemon","","",""
"284752","Geophagus abalios","","",""
"284751","Geophagus dicrozoster","","",""
"284750","Biotoecus dicentrarchus","","",""
"284748","Cichla intermedia","","",""
"284746","Apistogramma agassizii","1240939371","",""
"284745","Mesonauta egregius","","",""
"284744","Cichlasoma orinocense","148968210","",""
"284743","Apistogramma hoignei","","",""
"284740","Mikrogeophagus ramirezi","1079489361","",""
"284734","Crenicichla sveni","2117208955","",""
"284732","Geophagus surinamensis","343949690","",""
"284725","Gymnogeophagus balzanii","1524331725","",""
"284720","Gymnogeophagus rhabdotus","1524331719","",""
"284718","Crenicichla geayi","291337610","",""
"284704","Apistogrammoides pucallpaensis","","",""
"284697","Satanoperca mapiritensis","","",""
"284696","Geophagus brachybranchus","","",""
"284692","Geophagus grammepareius","","",""
"284691","Biotodoma cupido","","",""
"281269","Haplochromis guiarti","","",""
"281253","Amphilophus zaliosus","","",""
"278785","Lamprologus stappersi","2459379014","",""
"277995","Pseudocrenilabrus nicholsi","47118406","",""
"277994","Pseudocrenilabrus philander","1061272850","",""
"272725","Neolamprologus modestus","332499782","",""
"272724","Lamprologus lemairii","159135010","",""
"272723","Neolamprologus mondabu","300828453","",""
"272722","Julidochromis ornatus","224976349","",""
"272721","Neolamprologus fasciatus","224976435","",""
"272720","Lepidiolamprologus attenuatus","224976353","",""
"272719","Lepidiolamprologus profundicola","224976425","",""
"272718","Neolamprologus petricola","","",""
"272717","Telmatochromis dhonti","1951983534","",""
"257977","Haplochromis chilotes","","",""
"252142","Vieja fenestrata","37576367","",""
"247411","Amphilophus trimaculatus","2593660285","",""
"247410","Vieja guttulata","1743658957","",""
"247407","Thorichthys helleri","2946963274","",""
"247403","Herichthys bartoni","37576359","",""
"247402","Herichthys steindachneri","37576353","",""
"247401","Thorichthys callolepis","2946962968","",""
"247400","Paraneetroplus bulleri","37576335","",""
"247398","Herichthys pantostictus","37576307","",""
"247396","Herichthys tamasopoensis","37576329","",""
"247393","Herichthys minckleyi","37576319","",""
"244518","Petrochromis trewavasae","408772797","",""
"244514","Petrochromis polyodon","38202296","",""
"244513","Petrochromis famula","159135046","",""
"244511","Limnotilapia dardennii","159135014","",""
"242822","Bujurquina vittata","2440757979","",""
"242821","Laetacara dorsigera","148968204","",""
"242820","Andinoacara rivulatus","722491764","",""
"242819","Aequidens metae","1134945717","",""
"240489","Callochromis melanostigma","33356004","",""
"240485","Xenotilapia longispinis","33356038","",""
"240484","Xenotilapia caudafasciata","33356036","",""
"240481","Xenotilapia flavipinnis","33356102","",""
"240480","Xenotilapia boulengeri","33356050","",""
"240473","Lestradea stappersii","33356098","",""
"238235","Satanoperca leucosticta","","",""
"238234","Crenicichla alta","2117209227","",""
"238233","Heros severus","1843253823","",""
"238232","Etroplus suratensis","2893579035","",""
"238231","Paretroplus nourissati","","",""
"238230","Paretroplus damii","","",""
"238228","Paretroplus kieneri","","",""
"238227","Paretroplus menarambo","","",""
"238226","Paretroplus dambabe","","",""
"238225","Paretroplus maromandia","","",""
"238224","Paretroplus maculatus","197311185","",""
"238221","Ptychochromoides vondrozo","","",""
"238218","Ptychochromis inornatus","1608032248","",""
"238217","Ptychochromis grandidieri","2030286825","",""
"227845","Thoracochromis brauschi","194410839","",""
"227775","Haplochromis gracilior","","",""
"227774","Haplochromis squamipinnis","194410863","",""
"227772","Haplochromis crebridens","","",""
"227771","Haplochromis vittatus","","",""
"227770","Haplochromis microchrysomelas","","",""
"227769","Haplochromis occultidens","","",""
"227768","Haplochromis olivaceus","","",""
"227767","Haplochromis graueri","","",""
"227766","Haplochromis paucidens","","",""
"227765","Haplochromis scheffersi","","",""
"227762","Haplochromis insidiae","","",""
"227759","Haplochromis rubescens","","",""
"227758","Haplochromis nigroides","","",""
"227757","Haplochromis astatodon","","",""
"219385","Bathybates fasciatus","159134988","",""
"219380","Anomalochromis thomasi","1061272808","",""
"219373","Nanochromis parilus","1061272840","",""
"219369","Teleogramma brichardi","","",""
"219366","Pelvicachromis taeniatus","","",""
"205486","Cynotilapia afra","403532055","",""
"205334","Astatotilapia flaviijosephi","407729091","",""
"195092","Trematocara macrostoma","52221274","",""
"195090","Lamprologus ocellatus","224976423","",""
"184153","Neolamprologus splendens","18307837","",""
"184152","Neolamprologus savoryi","18307811","",""
"184151","Neolamprologus pulcher","18307839","",""
"184150","Neolamprologus olivaceous","18307817","",""
"184149","Neolamprologus marunguensis","18307831","",""
"184148","Neolamprologus helianthus","18307825","",""
"184147","Neolamprologus gracilis","18307833","",""
"175425","Haplochromis oligacanthus","194410851","",""
"172543","Mesoheros festae","21307776","",""
"172541","Vieja breidohri","21307808","",""
"172539","Caquetaia myersi","21307786","",""
"172537","Cleithracara maronii","","",""
"172535","Parachromis managuensis","813428717","",""
"172533","Aequidens diadema","21307778","",""
"172532","Hypselecara temporalis","197311157","",""
"172531","Aequidens tetramerus","21307774","",""
"172530","Laetacara thayeri","930491750","",""
"172526","Maskaheros regani","21307798","",""
"172524","Trichromis salvini","1869440152","",""
"172522","Andinoacara pulcher","1134945759","",""
"168804","Teleocichla proselytus","16507013","",""
"168803","Teleocichla monogramma","16507011","",""
"168802","Nannacara anomala","1070111591","",""
"168092","Orthochromis machadoi","194410849","",""
"167929","Oreochromis mortimeri","","",""
"167928","Oreochromis karongae","134303325","",""
"167849","Orthochromis mazimeroensis","","",""
"167848","Pseudosimochromis curvifrons","38202304","",""
"167846","Plecodus straeleni","159135032","",""
"167844","Orthochromis polyacanthus","407729067","",""
"165734","Mylochromis anaphyrmus","","",""
"163648","Tyrannochromis nigriventer","","",""
"163647","Tramitichromis variabilis","","",""
"163646","Tramitichromis brevis","","",""
"163645","Taeniolethrinops praeorbitalis","401785364","",""
"163644","Taeniolethrinops laticeps","","",""
"163642","Sciaenochromis psammophilus","","",""
"163641","Rhamphochromis macrophthalmus","","",""
"163639","Sciaenochromis benthicola","","",""
"163638","Rhamphochromis esox","403532026","",""
"163637","Protomelas taeniolatus","","",""
"163636","Pallidochromis tokolosh","401785391","",""
"163630","Otopharynx speciosus","","",""
"163629","Lethrinops microdon","","",""
"163628","Lethrinops longipinnis","","",""
"163627","Lethrinops furcifer","","",""
"163626","Exochochromis anagenys","","",""
"163624","Diplotaxodon macrops","","",""
"163623","Diplotaxodon limnothrissa","403531786","",""
"163621","Diplotaxodon greenwoodi","134303321","",""
"163619","Dimidiochromis kiwinge","1043378520","",""
"163618","Copadichromis virginalis","1011058850","",""
"163617","Copadichromis quadrimaculatus","1043378506","",""
"163616","Copadichromis borleyi","2489643635","",""
"163615","Buccochromis oculatus","","",""
"161897","Crenicichla lepidota","2117209211","",""
"160802","Coptodon bemini","1061272860","",""
"160801","Oreochromis jipe","","",""
"160745","Oreochromis variabilis","746000111","",""
"160743","Oreochromis mweruensis","","",""
"158894","Oreochromis andersonii","1347730063","",""
"158784","Tristramella simonis","","",""
"158782","Trematocara unimaculatum","","",""
"158780","Coptodon walteri","","",""
"158779","Pelmatolapia mariae","1178020726","",""
"158778","Coptodon louka","","",""
"158776","Heterotilapia cessiana","","",""
"158775","Pelmatolapia cabrae","","",""
"158774","Tilapia busumana","","",""
"158772","Tilapia brevimanus","","",""
"158771","Thysochromis ansorgii","","",""
"158770","Steatocranus tinanti","","",""
"158769","Sarotherodon occidentalis","","",""
"158768","Sarotherodon caudomarginatus","","",""
"158767","Oreochromis schwebischi","","",""
"158766","Oreochromis macrochir","1347730077","",""
"158765","Iranocichla hormuzensis","","",""
"158763","Cyclopharynx fwae","","",""
"158760","Benthochromis tricoti","152949472","",""
"152463","Ophthalmotilapia boops","33356012","",""
"143659","Stomatepia pindu","1610636161","",""
"143646","Stomatepia mariae","55466934","",""
"143624","Maylandia estherae","","",""
"143555","Aristochromis christyi","","",""
"143550","Xenotilapia ornatipinnis","","",""
"143546","Sarotherodon steinbachi","55467016","",""
"143508","Haplochromis piceatus","","",""
"143507","Haplochromis ishmaeli","","",""
"143506","Grammatotria lemairii","33356084","",""
"143505","Gnathochromis permaxillaris","","",""
"143503","Dimidiochromis strigatus","1043643728","",""
"143496","Aulonocara baenschi","","",""
"137558","Otopharynx brooksi","","",""
"137468","Apistogramma regani","11191227","",""
"137415","Apistogramma caetei","11190443","",""
"137276","Aulonocara jacobfreibergi","","",""
"137275","Nimbochromis livingstonii","194410873","",""
"137273","Nimbochromis venustus","194410875","",""
"137271","Fossorochromis rostratus","938340540","",""
"136868","Protomelas annectens","937408388","",""
"136867","Mylochromis labidodon","","",""
"136863","Buccochromis atritaeniatus","","",""
"136862","Nimbochromis polystigma","","",""
"136860","Tramitichromis lituris","","",""
"131405","Herichthys carpintis","37576325","",""
"131241","Cichlasoma portalegrense","2290346","",""
"131240","Hypsophrys nicaraguensis","1022613020","",""
"120229","Stigmatochromis woodi","","",""
"120225","Protomelas fenestratus","","",""
"120216","Haplochromis beadlei","","",""
"120215","Mylochromis lateristriga","1011057934","",""
"120210","Labeotropheus trewavasae","","",""
"120196","Haplochromis lividus","","",""
"120195","Haplochromis simpsoni","","",""
"120192","Haplochromis velifer","2394121","",""
"119969","Geophagus argyrostictus","","",""
"119479","Herichthys labridens","37576323","",""
"113515","Cichlasoma bimaculatum","7637483","",""
"106584","Dimidiochromis compressiceps","403531964","",""
"106582","Maylandia zebra","937408121","",""
"97002","Taeniacara candidi","959392198","",""
"96998","Petenia splendida","685496745","",""
"96994","Teleocichla cinderella","","",""
"96991","Gymnogeophagus gymnogenys","16507037","",""
"95543","Tropheops tropheops","194410889","",""
"87888","Oreochromis latilabris","18072774","",""
"87887","Oreochromis ndalalani","18072758","",""
"87886","Oreochromis grahami","2431515503","",""
"87884","Oreochromis amphimelas","","",""
"85440","Astatotilapia bloyeti","194410837","",""
"84390","Cribroheros bussingi","7637485","",""
"84389","Cribroheros alfari","2352135","",""
"81351","Retroculus xinguensis","16506997","",""
"81349","Gymnogeophagus labiatus","2320173418","",""
"81347","Biotodoma wavrini","16507029","",""
"81345","Aequidens michaeli","","",""
"81343","Acarichthys heckelii","16507021","",""
"81341","Satanoperca jurupari","16507043","",""
"81340","Satanoperca acuticeps","16507041","",""
"81339","Geophagus brasiliensis","2646147168","",""
"81338","Crenicichla regani","16507007","",""
"81337","Crenicichla lugubris","","",""
"81336","Cichla temensis","2627910082","",""
"81335","Cichla orinocensis","16507001","",""
"81334","Cichla monoculus","2627910068","",""
"81333","Chaetobranchus semifasciatus","","",""
"81332","Astronotus crassipinnis","16507015","",""
"80772","Paratilapia polleni","197311114","",""
"77313","Haplochromis sauvagei","","",""
"77308","Haplochromis plagiodon","","",""
"77304","Haplochromis katavi","","",""
"74137","Uaru amphiacanthoides","1134945801","",""
"74135","Teleocichla centrarchus","16507009","",""
"74131","Pterophyllum scalare","761546251","",""
"74129","Mikrogeophagus altispinosus","","",""
"74127","Mesonauta insignis","16507065","",""
"74125","Laetacara curviceps","148968202","",""
"74123","Hypselecara coryphaenoides","16507063","",""
"74121","Hoplarchus psittacus","16507061","",""
"74119","Acaronia nassa","148968240","",""
"74116","Geophagus altifrons","","",""
"74115","Cichlasoma amazonarum","16507053","",""
"74112","Caquetaia spectabilis","16507057","",""
"74111","Amatitlania nigrofasciata","2967961697","",""
"74108","Chaetobranchopsis orbicularis","16507017","",""
"74106","Chaetobranchus flavescens","16507019","",""
"73563","Heterochromis multidens","16303777","",""
"70788","Reganochromis calliurus","","",""
"70786","Haplotaxodon microlepis","159135008","",""
"70784","Julidochromis transcriptus","697286658","",""
"68046","Ophthalmotilapia nasuta","33356072","",""
"68045","Ophthalmotilapia heterodonta","159135024","",""
"64557","Steatocranus casuarius","2394147","",""
"64555","Orthochromis malagaraziensis","2394145","",""
"64553","Ctenochromis pectoralis","194410855","",""
"64551","Tilapia sparrmanii","134303319","",""
"64550","Tilapia ruweti","","",""
"64549","Coptodon guineensis","390399375","",""
"64548","Coptodon discolor","","",""
"64544","Oreochromis spilurus","","",""
"64543","Oreochromis malagarasi","2394115","",""
"64541","Hemichromis fasciatus","1061272830","",""
"64538","Haplochromis brownae","2394141","",""
"64535","Astatoreochromis straeleni","","",""
"64102","Cribroheros rostratus","2352139","",""
"64101","Cribroheros robertsoni","37576289","",""
"64100","Cribroheros rhytisma","7637489","",""
"64098","Cribroheros altifrons","7637481","",""
"63183","Tomocichla tuba","2281562","",""
"63178","Parachromis loisellei","5713296","",""
"63177","Parachromis dovii","5713294","",""
"63165","Caquetaia kraussii","2281556","",""
"63162","Cichlasoma boliviense","5713309","",""
"63161","Amatitlania septemfasciata","2281544","",""
"63160","Amatitlania sajica","2281530","",""
"63156","Amatitlania myrnae","2281534","",""
"63155","Archocentrus centrarchus","1051746104","",""
"63152","Cribroheros longimanus","2281566","",""
"63151","Cribroheros diquis","5713303","",""
"61820","Amphilophus labiatus","2290364","",""
"61819","Amphilophus citrinellus","598323987","",""
"61817","Cryptoheros spilurus","21307796","",""
"61805","Thorichthys meeki","2946963082","",""
"57311","Maylandia xanstomachus","","",""
"57310","Pseudotropheus williamsi","","",""
"57309","Maylandia barlowi","","",""
"57308","Lethrinops gossei","","",""
"57307","Labeotropheus fuelleborni","","",""
"57305","Iodotropheus sprengerae","","",""
"57303","Genyochromis mento","403531995","",""
"57301","Cyathochromis obliquidens","1252315234","",""
"52957","Spathodus marlieri","159135036","",""
"52956","Spathodus erythrodon","5918251","",""
"52954","Eretmodus cyanostictus","159135004","",""
"51795","Oxylapia polli","16303757","",""
"51791","Cyprichromis leptosoma","159135002","",""
"51762","Oreochromis leucostictus","","",""
"51190","Haplochromis taurinus","","",""
"51185","Haplochromis xenognathus","","",""
"51172","Haplochromis nubilus","","",""
"50903","Serranochromis robustus","1079488066","",""
"50901","Ptychochromoides betsileanus","16303763","",""
"50899","Paretroplus polyactis","1608032244","",""
"50897","Labidochromis caeruleus","194410871","",""
"50812","Pseudocrenilabrus multicolor","1428083283","",""
"50737","Crenicichla saxatilis","2117208911","",""
"50735","Cichla ocellaris","1033319955","",""
"50733","Astronotus ocellatus","126215363","",""
"50613","Sarotherodon melanotheron","334362114","",""
"47969","Oreochromis aureus","284177685","",""
"46578","Pseudosimochromis marginatus","393689033","",""
"43689","Simochromis diagramma","159135034","",""
"40198","Tyrannochromis macrostoma","","",""
"40196","Tylochromis leonensis","","",""
"40195","Maylandia lombardoi","","",""
"40193","Oreochromis urolepis","","",""
"40191","Oreochromis esculentus","722489877","",""
"40190","Neolamprologus tretocephalus","159135022","",""
"40189","Neolamprologus leleupi","2468674679","",""
"40184","Haplochromis pyrrhocephalus","697286674","",""
"40171","Astatoreochromis alluaudi","1061272810","",""
"40169","Oreochromis alcalicus","18072344","",""
"36785","Melanochromis chipokae","","",""
"35577","Mchenga thinos","","",""
"35576","Mchenga cyclicos","","",""
"35575","Mchenga conophoros","","",""
"35574","Mchenga eucinostomus","","",""
"34813","Triglachromis otostigma","","",""
"34811","Telmatochromis vittatus","","",""
"34809","Telmatochromis bifrenatus","159134994","",""
"34808","Neolamprologus toae","619329214","",""
"34807","Variabilichromis moorii","18307803","",""
"34806","Neolamprologus longior","","",""
"34805","Neolamprologus furcifer","159135020","",""
"34804","Neolamprologus cylindricus","","",""
"34803","Neolamprologus christyi","","",""
"34802","Neolamprologus caudopunctatus","2468674619","",""
"34800","Neolamprologus brevis","2468674734","",""
"34799","Lamprologus werneri","2508731281","",""
"34798","Lamprologus mocquardi","2508731211","",""
"34797","Lamprologus congoensis","2508731183","",""
"34794","Chalinochromis brichardi","159134998","",""
"34793","Altolamprologus compressiceps","159134990","",""
"34792","Altolamprologus calvus","224976345","",""
"32515","Xenotilapia sima","33356078","",""
"32513","Tylochromis polylepis","16303783","",""
"32511","Telmatochromis temporalis","1951983478","",""
"32509","Perissodus microlepis","159135026","",""
"32508","Neolamprologus tetracanthus","224976445","",""
"32507","Neolamprologus brichardi","126215349","",""
"32505","Lethrinops auritus","","",""
"32503","Lepidiolamprologus elongatus","159135012","",""
"32501","Lamprologus callipterus","159134996","",""
"32499","Julidochromis marlieri","159135044","",""
"32496","Champsochromis spilorhynchus","","",""
"32494","Chalinochromis popelini","","",""
"32492","Cardiopharynx schoutedeni","33356104","",""
"32491","Callochromis macrops","33356106","",""
"32490","Buccochromis lepturus","","",""
"32488","Boulengerochromis microlepis","159134986","",""
"30882","Cyrtocara moorii","16303773","",""
"29149","Protomelas similis","","",""
"28827","Pelvicachromis pulcher","2076239700","",""
"28822","Placidochromis milomo","","",""
"28818","Petrochromis orthognathus","38202288","",""
"28814","Melanochromis melanopterus","","",""
"28813","Melanochromis simulans","","",""
"28811","Melanochromis heterochromis","","",""
"27783","Cyphotilapia frontosa","159135000","",""
"27781","Aulonocara hansbaenschi","","",""
"27765","Xenotilapia ochrogenys","","",""
"27763","Tanganicodus irsacae","5921496","",""
"27757","Paracyprichromis brieni","58379351","",""
"27755","Ophthalmotilapia ventralis","1061272844","",""
"27753","Xenotilapia tenuidentata","33356074","",""
"27751","Melanochromis auratus","","",""
"27749","Limnochromis auritus","","",""
"27747","Lestradea perspicax","","",""
"27743","Ectodus descampsii","705927072","",""
"27741","Cyathopharynx furcifer","33356060","",""
"27739","Cunningtonia longiventralis","33356058","",""
"27735","Callochromis pleurospilus","","",""
"27733","Bathybates ferox","52221314","",""
"27731","Aulonocranus dewindti","33356094","",""
"13074","Geophagus steindachneri","1134945731","",""
"8156","Pseudosimochromis babaulti","38202308","",""
"8154","Astatotilapia calliptera","403531931","",""
"8151","Tropheus polli","","",""
"8150","Tropheus moorii","408772811","",""
"8149","Tropheus kasabae","","",""
"8148","Tropheus duboisi","126215335","",""
"8147","Tropheus brichardi","159135040","",""
"8146","Tropheus annectens","","",""
"8144","Sarotherodon galilaeus","2088237487","",""
"8142","Oreochromis tanganicae","1789849575","",""
"8141","Oreochromis placidus","","",""
"8130","Coptodon zillii","2904096521","",""
"8129","Coptodon rendalli","1608032218","",""
"8128","Oreochromis niloticus","281428845","",""
"8127","Oreochromis mossambicus","3004089999","",""
"8125","Julidochromis regani","18307805","",""
"8117","Herichthys cyanoguttatus","1134945745","",""
